PRCDDA,Province,Dissemination area (DA) Population,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores,Economic dependency Quintiles,Economic dependency Scores,Residential instability Quintiles,Residential instability Scores
59153440,British Columbia,769,2,-0.566,4,0.208,1,-0.999,3,-0.247
59153441,British Columbia,771,4,0.359,1,-0.721,2,-0.696,3,-0.203
59153443,British Columbia,448,3,-0.418,3,-0.229,2,-0.570,2,-0.709
59153444,British Columbia,2743,5,2.972,4,0.067,2,-0.526,4,0.150
59153445,British Columbia,482,5,2.519,4,0.084,2,-0.414,4,0.219
59153446,British Columbia,783,4,0.037,1,-0.775,1,-0.818,1,-1.115
59153447,British Columbia,417,3,-0.184,1,-1.182,1,-0.998,2,-0.545
59153450,British Columbia,568,5,1.670,2,-0.519,2,-0.586,1,-0.814
59153451,British Columbia,899,5,2.043,3,-0.145,4,0.261,2,-0.575
59153452,British Columbia,821,4,0.036,1,-0.795,4,0.548,4,-0.065
59153453,British Columbia,586,4,-0.002,1,-0.956,5,0.626,1,-1.064
59153454,British Columbia,751,5,1.322,4,0.221,3,-0.227,2,-0.653
59153455,British Columbia,520,5,1.852,3,-0.327,4,0.088,2,-0.612
59153456,British Columbia,902,4,0.713,3,-0.146,2,-0.524,2,-0.626
59153457,British Columbia,2629,4,0.370,1,-0.706,3,-0.189,1,-0.785
59153459,British Columbia,588,3,-0.257,3,-0.279,2,-0.385,4,-0.125
59153460,British Columbia,998,2,-0.674,4,0.224,4,0.179,4,0.121
59153461,British Columbia,1740,4,-0.033,1,-0.789,5,1.050,1,-0.803
59153464,British Columbia,1636,4,0.581,1,-0.852,1,-1.485,5,2.880
59153466,British Columbia,643,4,0.661,2,-0.467,2,-0.465,5,2.457
59153467,British Columbia,898,4,0.484,1,-0.620,2,-0.410,5,2.063
59153469,British Columbia,1185,4,0.805,2,-0.430,3,0.022,5,1.199
59153470,British Columbia,663,4,0.187,2,-0.472,1,-1.164,5,1.179
59153471,British Columbia,1291,4,0.384,1,-0.778,3,-0.280,5,1.589
59153472,British Columbia,456,4,0.230,1,-1.198,1,-1.464,5,1.537
59153473,British Columbia,532,5,1.115,2,-0.551,1,-0.999,5,1.498
59153474,British Columbia,922,4,0.849,2,-0.455,2,-0.523,5,1.527
59153476,British Columbia,665,5,1.127,2,-0.393,1,-1.361,5,2.705
59153477,British Columbia,360,5,1.053,3,-0.331,1,-1.255,5,3.049
59153479,British Columbia,1047,5,0.978,2,-0.572,2,-0.625,5,2.378
59153480,British Columbia,546,5,1.395,1,-0.673,2,-0.688,5,2.711
59153481,British Columbia,881,5,1.680,2,-0.461,1,-1.033,5,2.259
59153482,British Columbia,532,5,1.451,2,-0.568,1,-0.782,5,1.984
59153483,British Columbia,709,4,0.910,3,-0.311,1,-0.768,5,2.168
59153484,British Columbia,610,5,3.526,4,0.101,3,0.029,2,-0.589
59153485,British Columbia,830,5,2.798,4,-0.055,4,0.390,2,-0.674
59153486,British Columbia,2085,5,2.107,4,0.068,4,0.092,3,-0.319
59153487,British Columbia,228,5,1.282,3,-0.294,4,0.226,2,-0.508
59153490,British Columbia,1153,4,0.736,2,-0.402,1,-1.017,4,0.519
59153491,British Columbia,1055,4,0.473,3,-0.193,1,-1.096,5,2.349
59153492,British Columbia,338,3,-0.358,1,-0.970,1,-1.593,4,0.031
59153493,British Columbia,355,5,3.117,5,0.548,5,1.334,5,1.636
59153494,British Columbia,647,5,2.647,4,-0.074,5,0.668,5,1.428
59153495,British Columbia,1008,5,2.603,4,0.101,4,0.477,5,1.489
59153496,British Columbia,601,5,2.584,5,0.334,5,0.795,5,0.913
59153497,British Columbia,507,5,1.881,4,0.136,1,-0.929,5,3.179
59153498,British Columbia,823,5,1.972,5,0.304,4,0.326,4,0.394
59153499,British Columbia,1129,5,1.594,3,-0.235,2,-0.490,5,1.500
59153500,British Columbia,404,5,1.760,3,-0.275,1,-1.015,5,3.162
59153501,British Columbia,1155,5,1.525,2,-0.438,3,-0.097,1,-0.921
59153502,British Columbia,637,5,0.974,3,-0.281,3,-0.193,2,-0.738
59153503,British Columbia,1063,5,1.599,4,-0.103,3,-0.234,2,-0.554
59153504,British Columbia,743,4,0.577,1,-0.657,3,-0.147,2,-0.698
59153506,British Columbia,1230,4,0.429,1,-0.694,1,-1.056,2,-0.586
59153507,British Columbia,837,4,-0.093,1,-0.818,1,-1.437,2,-0.745
59153508,British Columbia,1689,4,0.861,3,-0.324,2,-0.565,1,-0.819
59153510,British Columbia,3567,3,-0.129,1,-0.831,1,-1.048,2,-0.651
59153511,British Columbia,550,3,-0.295,1,-0.746,3,-0.206,1,-0.928
59153512,British Columbia,691,3,-0.361,2,-0.597,4,0.287,3,-0.463
59153513,British Columbia,324,4,-0.103,2,-0.444,1,-1.184,4,-0.127
59153514,British Columbia,2096,3,-0.387,2,-0.478,1,-1.045,3,-0.241
59153515,British Columbia,1804,4,-0.010,1,-0.959,1,-1.589,1,-0.807
59153516,British Columbia,605,3,-0.282,1,-0.701,1,-1.335,1,-0.751
59153517,British Columbia,517,2,-0.619,1,-0.766,1,-1.040,2,-0.620
59153518,British Columbia,1403,3,-0.149,1,-0.663,1,-1.090,2,-0.533
59153519,British Columbia,835,4,-0.033,1,-0.725,1,-0.761,2,-0.577
59153520,British Columbia,1676,5,1.468,3,-0.271,2,-0.441,3,-0.302
59153521,British Columbia,1620,5,1.383,2,-0.512,3,-0.338,2,-0.735
59153523,British Columbia,569,5,1.952,2,-0.421,1,-0.827,4,0.257
59153524,British Columbia,1809,4,0.642,1,-0.733,1,-0.962,2,-0.665
59153528,British Columbia,4034,5,2.801,4,0.195,3,-0.190,5,1.997
59153529,British Columbia,2199,5,2.894,4,0.238,5,2.251,5,2.098
59153530,British Columbia,684,5,3.327,4,0.161,5,2.456,5,1.275
59153531,British Columbia,1754,5,2.166,5,0.756,2,-0.429,5,1.631
59153532,British Columbia,668,5,1.601,4,-0.046,1,-0.744,5,0.850
59153533,British Columbia,1088,4,-0.097,1,-1.069,1,-0.888,1,-0.974
59153534,British Columbia,557,2,-0.568,2,-0.480,2,-0.580,1,-1.105
59153535,British Columbia,1182,4,0.457,4,-0.011,3,-0.316,5,1.634
59153537,British Columbia,1134,3,-0.496,1,-0.776,4,0.482,4,0.498
59153538,British Columbia,663,3,-0.272,5,0.284,4,0.250,5,2.173
59153539,British Columbia,987,4,0.079,4,0.127,4,0.151,4,0.072
59153540,British Columbia,556,4,0.107,5,0.363,3,-0.296,4,0.175
59153541,British Columbia,1110,4,-0.083,2,-0.610,3,-0.147,1,-0.857
59153542,British Columbia,923,3,-0.365,1,-0.800,5,2.870,3,-0.359
59153543,British Columbia,261,4,0.317,4,-0.106,3,-0.225,1,-0.874
59153545,British Columbia,500,3,-0.203,4,0.071,3,-0.130,3,-0.250
59153546,British Columbia,377,1,-0.806,5,1.099,1,-0.846,4,0.350
59153547,British Columbia,1370,2,-0.650,1,-0.752,3,-0.277,3,-0.398
59153548,British Columbia,2666,5,1.023,2,-0.605,2,-0.591,1,-0.767
59153549,British Columbia,69,5,2.964,1,-0.738,3,-0.032,3,-0.190
59153551,British Columbia,2633,5,1.768,4,-0.052,4,0.316,5,1.104
59153552,British Columbia,850,4,0.163,4,-0.097,2,-0.504,5,2.677
59153553,British Columbia,539,4,0.701,4,0.110,2,-0.421,5,2.883
59153554,British Columbia,1717,3,-0.372,3,-0.303,1,-0.870,4,0.178
59153555,British Columbia,1673,5,2.203,4,0.173,1,-0.868,5,2.630
59153556,British Columbia,837,5,2.026,5,0.303,2,-0.724,5,2.314
59153557,British Columbia,1288,5,1.375,3,-0.207,3,-0.054,5,1.216
59153558,British Columbia,1115,5,1.566,5,0.337,4,0.070,5,1.937
59153560,British Columbia,601,4,-0.069,2,-0.377,2,-0.524,2,-0.644
59153561,British Columbia,812,2,-0.605,1,-0.740,1,-1.265,1,-0.919
59153562,British Columbia,344,4,0.829,2,-0.394,4,0.356,5,1.360
59153563,British Columbia,501,4,0.683,5,0.634,5,0.556,5,0.819
59153565,British Columbia,4515,4,0.112,1,-0.862,1,-1.317,5,0.967
59153566,British Columbia,595,4,-0.114,1,-0.749,2,-0.676,1,-0.747
59153567,British Columbia,982,3,-0.174,1,-0.828,3,-0.270,1,-0.753
59153568,British Columbia,401,3,-0.335,1,-0.936,4,0.177,2,-0.537
59153569,British Columbia,108,2,-0.580,2,-0.415,4,0.511,3,-0.465
59153570,British Columbia,1192,3,-0.193,2,-0.618,1,-1.042,2,-0.526
59153571,British Columbia,388,3,-0.523,1,-0.730,1,-1.136,2,-0.623
59153572,British Columbia,1078,4,-0.033,2,-0.576,1,-1.250,4,-0.035
59153573,British Columbia,494,3,-0.547,5,0.850,1,-1.192,4,0.618
59153574,British Columbia,120,1,-0.830,5,3.446,3,-0.052,1,-0.813
59153575,British Columbia,749,4,0.389,2,-0.549,1,-0.983,5,1.132
59153576,British Columbia,390,4,0.735,3,-0.291,1,-0.744,4,0.166
59153578,British Columbia,417,2,-0.641,2,-0.553,1,-1.532,5,2.573
59153579,British Columbia,434,4,0.229,5,0.466,5,1.218,5,3.280
59153580,British Columbia,752,3,-0.344,3,-0.137,1,-0.838,5,3.411
59153581,British Columbia,391,5,1.037,5,0.660,5,1.319,5,3.522
59153582,British Columbia,800,3,-0.255,4,0.243,2,-0.383,5,3.306
59153583,British Columbia,746,4,0.270,4,-0.057,2,-0.721,5,3.159
59153584,British Columbia,1515,4,0.249,5,0.283,2,-0.468,5,2.968
59153585,British Columbia,721,4,0.352,5,1.487,5,1.443,5,3.254
59153586,British Columbia,1095,4,0.359,2,-0.476,2,-0.502,5,2.611
59153587,British Columbia,815,4,0.493,2,-0.468,1,-0.923,5,2.846
59153588,British Columbia,918,3,-0.142,2,-0.440,4,0.172,5,2.672
59153589,British Columbia,977,3,-0.160,2,-0.486,3,-0.105,5,2.684
59153590,British Columbia,413,3,-0.314,2,-0.440,1,-0.829,5,2.910
59153591,British Columbia,913,4,0.010,2,-0.448,1,-1.005,5,2.763
59153592,British Columbia,1317,3,-0.225,1,-0.723,1,-0.933,2,-0.672
59153593,British Columbia,594,3,-0.465,1,-0.782,5,0.637,1,-1.089
59153595,British Columbia,893,4,0.183,1,-0.778,2,-0.681,1,-0.942
59153596,British Columbia,693,4,0.337,1,-0.704,1,-1.187,3,-0.166
59153597,British Columbia,622,5,1.377,3,-0.312,3,-0.224,1,-0.878
59153598,British Columbia,2105,4,0.613,2,-0.574,3,-0.314,1,-0.962
59153599,British Columbia,3149,4,0.447,1,-0.831,1,-0.786,2,-0.641
59153600,British Columbia,494,4,0.019,1,-0.834,1,-0.780,1,-0.862
59153601,British Columbia,436,4,-0.038,1,-0.810,1,-1.023,2,-0.665
59153602,British Columbia,815,3,-0.345,3,-0.340,2,-0.636,1,-0.780
59153603,British Columbia,511,2,-0.609,1,-0.652,3,0.041,3,-0.168
59153606,British Columbia,329,3,-0.220,5,0.649,2,-0.608,3,-0.427
59153607,British Columbia,613,4,-0.111,3,-0.209,1,-0.994,3,-0.144
59153608,British Columbia,532,3,-0.345,1,-0.629,4,0.434,4,-0.005
59153609,British Columbia,997,3,-0.158,1,-1.055,5,1.395,2,-0.729
59153610,British Columbia,442,3,-0.536,1,-0.724,5,1.953,2,-0.652
59153611,British Columbia,666,2,-0.573,1,-0.901,3,-0.293,1,-1.198
59153612,British Columbia,577,3,-0.418,1,-0.886,2,-0.520,1,-1.020
59153613,British Columbia,752,3,-0.528,2,-0.583,4,0.313,2,-0.713
59153614,British Columbia,369,1,-0.896,2,-0.523,4,0.160,3,-0.324
59153615,British Columbia,491,3,-0.482,1,-0.773,3,-0.264,5,0.776
59153616,British Columbia,854,4,0.417,2,-0.572,3,-0.268,5,1.012
59153617,British Columbia,443,4,0.825,3,-0.325,2,-0.465,3,-0.384
59153618,British Columbia,529,3,-0.371,2,-0.547,2,-0.390,3,-0.422
59153619,British Columbia,884,5,2.172,3,-0.170,3,-0.249,1,-1.065
59153620,British Columbia,1132,5,1.926,3,-0.323,3,-0.324,1,-1.129
59153621,British Columbia,784,5,1.986,3,-0.282,4,0.360,2,-0.641
59153622,British Columbia,693,5,1.684,3,-0.307,2,-0.490,1,-0.866
59153623,British Columbia,572,5,2.113,4,0.059,3,-0.177,3,-0.446
59153624,British Columbia,578,5,2.080,4,0.167,3,-0.312,1,-0.817
59153625,British Columbia,594,5,1.973,3,-0.345,2,-0.644,2,-0.585
59153626,British Columbia,732,5,1.868,3,-0.260,2,-0.537,3,-0.401
59153627,British Columbia,420,5,1.562,4,-0.100,4,0.159,3,-0.213
59153628,British Columbia,530,5,1.784,2,-0.504,3,-0.071,2,-0.523
59153629,British Columbia,731,5,1.532,3,-0.264,3,-0.059,4,0.028
59153630,British Columbia,477,5,1.808,2,-0.551,5,0.681,4,-0.015
59153631,British Columbia,816,5,1.500,4,-0.010,2,-0.419,2,-0.513
59153632,British Columbia,2461,5,1.500,4,0.169,2,-0.587,4,0.256
59153633,British Columbia,784,4,0.843,3,-0.150,1,-0.855,3,-0.186
59153634,British Columbia,650,4,0.661,3,-0.259,3,-0.071,2,-0.685
59153635,British Columbia,401,5,1.048,1,-0.654,2,-0.552,3,-0.298
59153636,British Columbia,549,5,1.153,4,-0.036,4,0.090,2,-0.699
59153637,British Columbia,466,4,0.793,2,-0.598,2,-0.523,2,-0.531
59153638,British Columbia,533,5,1.868,4,-0.006,4,0.111,3,-0.145
59153639,British Columbia,523,5,1.873,3,-0.291,4,0.150,2,-0.529
59153640,British Columbia,481,5,2.035,3,-0.113,3,-0.048,4,0.040
59153641,British Columbia,502,5,1.658,4,0.052,4,0.083,1,-0.924
59153642,British Columbia,562,5,1.283,4,-0.041,3,-0.063,4,-0.108
59153643,British Columbia,1065,5,1.961,4,-0.071,2,-0.710,5,0.883
59153644,British Columbia,1800,5,1.888,2,-0.464,1,-1.068,5,1.305
59153645,British Columbia,2731,5,1.790,3,-0.278,2,-0.542,5,1.067
59153646,British Columbia,430,5,1.393,5,0.932,5,0.927,5,2.207
59153647,British Columbia,419,5,1.219,5,0.254,1,-0.764,5,1.144
59153648,British Columbia,907,5,2.256,1,-0.713,4,0.200,5,1.428
59153649,British Columbia,704,5,1.943,4,-0.101,2,-0.591,4,-0.044
59153650,British Columbia,491,5,1.205,2,-0.618,1,-0.799,2,-0.584
59153651,British Columbia,472,5,1.512,5,0.478,1,-1.143,5,2.526
59153652,British Columbia,538,4,0.729,3,-0.274,3,-0.123,2,-0.697
59153653,British Columbia,1848,5,1.535,2,-0.442,3,-0.023,4,0.395
59153654,British Columbia,1226,5,1.842,2,-0.419,4,0.468,5,0.799
59153655,British Columbia,2153,5,1.253,1,-0.692,1,-1.077,5,0.818
59153656,British Columbia,526,4,0.501,4,-0.018,2,-0.444,1,-0.770
59153657,British Columbia,2810,3,-0.356,1,-0.669,4,0.138,5,0.974
59153658,British Columbia,842,4,0.489,3,-0.135,1,-1.274,5,1.264
59153659,British Columbia,784,4,0.730,5,0.327,1,-0.999,5,1.505
59153660,British Columbia,1236,4,0.189,1,-0.943,4,0.482,5,0.720
59153661,British Columbia,599,4,0.159,3,-0.261,3,-0.333,5,1.029
59153662,British Columbia,2635,5,1.029,2,-0.558,1,-1.137,5,1.964
59153663,British Columbia,909,2,-0.679,1,-0.769,3,-0.348,3,-0.479
59153664,British Columbia,237,2,-0.771,1,-0.674,1,-0.765,3,-0.378
59153665,British Columbia,1068,3,-0.535,2,-0.490,3,-0.011,3,-0.205
59153666,British Columbia,898,3,-0.507,1,-0.630,3,-0.116,3,-0.358
59153667,British Columbia,559,3,-0.331,1,-1.056,1,-0.797,4,-0.050
59153668,British Columbia,334,4,-0.008,3,-0.321,1,-1.554,5,2.953
59153669,British Columbia,326,5,0.926,2,-0.394,4,0.297,5,3.462
59153670,British Columbia,725,4,0.255,1,-0.992,1,-1.370,5,2.403
59153671,British Columbia,426,4,0.139,4,-0.055,1,-1.209,5,3.089
59153672,British Columbia,630,4,0.269,2,-0.574,1,-1.271,5,3.006
59153673,British Columbia,707,3,-0.145,1,-0.723,1,-0.941,5,2.543
59153674,British Columbia,661,4,0.659,1,-0.703,1,-1.461,5,2.734
59153675,British Columbia,716,4,0.162,2,-0.438,1,-1.704,5,3.201
59153676,British Columbia,795,4,-0.031,1,-0.715,1,-1.106,5,2.596
59153677,British Columbia,470,4,0.087,3,-0.116,1,-1.885,5,2.984
59153678,British Columbia,615,4,0.634,4,-0.002,3,-0.321,5,3.364
59153679,British Columbia,702,4,0.067,4,0.075,2,-0.530,5,2.887
59153680,British Columbia,686,4,0.129,4,0.067,3,-0.294,5,3.104
59153681,British Columbia,947,4,0.252,1,-0.786,1,-1.230,5,2.898
59153682,British Columbia,793,4,0.319,2,-0.531,1,-1.257,5,2.963
59153683,British Columbia,1374,4,0.775,2,-0.396,1,-1.058,5,2.442
59153684,British Columbia,685,4,0.114,2,-0.442,1,-1.680,5,2.984
59153685,British Columbia,498,3,-0.332,1,-1.093,5,2.232,5,0.826
59153686,British Columbia,847,4,-0.107,3,-0.328,4,0.098,5,1.474
59153687,British Columbia,585,2,-0.586,1,-0.980,3,-0.172,5,0.931
59153688,British Columbia,722,3,-0.299,4,0.068,5,1.019,5,1.729
59153689,British Columbia,760,3,-0.457,2,-0.523,3,-0.138,5,0.712
59153690,British Columbia,515,3,-0.426,1,-0.706,5,0.763,4,0.360
59153691,British Columbia,468,4,0.359,4,-0.035,5,0.581,5,2.755
59153692,British Columbia,1370,3,-0.134,1,-0.703,4,0.280,5,1.281
59153693,British Columbia,420,5,1.614,5,0.344,4,0.444,1,-1.024
59153694,British Columbia,445,5,1.164,3,-0.342,4,0.197,1,-0.892
59153695,British Columbia,3504,5,0.934,4,0.027,3,-0.273,5,1.917
59153696,British Columbia,839,4,0.248,3,-0.287,2,-0.518,3,-0.279
59153697,British Columbia,1990,4,0.137,4,0.048,1,-1.012,4,-0.064
59153698,British Columbia,618,4,-0.081,3,-0.140,1,-1.259,3,-0.367
59153699,British Columbia,533,3,-0.190,1,-0.830,2,-0.476,1,-1.004
59153700,British Columbia,347,4,0.432,1,-0.742,5,0.774,1,-0.769
59153701,British Columbia,1669,5,2.414,4,0.101,3,0.018,5,1.395
59153702,British Columbia,1035,5,2.672,2,-0.394,2,-0.626,4,0.256
59153703,British Columbia,2885,5,2.535,3,-0.139,2,-0.432,4,0.450
59153704,British Columbia,754,5,1.999,4,0.246,3,-0.339,1,-0.761
59153705,British Columbia,822,5,2.901,3,-0.280,2,-0.519,2,-0.516
59153706,British Columbia,984,5,2.211,3,-0.318,2,-0.425,3,-0.301
59153707,British Columbia,786,5,2.170,2,-0.480,3,-0.276,3,-0.375
59153708,British Columbia,969,5,2.100,4,0.025,3,-0.011,1,-0.791
59153709,British Columbia,973,5,2.554,4,-0.032,3,-0.090,2,-0.647
59153710,British Columbia,446,5,1.468,2,-0.609,3,-0.204,2,-0.568
59153711,British Columbia,488,5,1.714,5,0.398,3,-0.172,1,-0.846
59153712,British Columbia,456,5,1.634,3,-0.139,3,-0.348,3,-0.204
59153713,British Columbia,886,5,1.703,2,-0.380,1,-0.745,2,-0.566
59153714,British Columbia,734,5,1.846,3,-0.236,2,-0.491,3,-0.477
59153715,British Columbia,1518,4,0.833,3,-0.142,1,-0.885,3,-0.271
59153716,British Columbia,1253,5,1.182,1,-0.648,2,-0.400,4,0.359
59153717,British Columbia,712,5,1.426,3,-0.205,2,-0.622,5,1.444
59153718,British Columbia,486,5,2.271,4,-0.034,2,-0.692,3,-0.407
59153719,British Columbia,516,5,1.703,4,0.149,3,-0.287,3,-0.174
59153720,British Columbia,484,5,1.721,4,0.139,3,-0.025,3,-0.245
59153721,British Columbia,1144,4,0.675,2,-0.499,2,-0.498,3,-0.336
59153722,British Columbia,412,4,-0.003,3,-0.152,3,-0.346,1,-0.815
59153723,British Columbia,245,2,-0.631,3,-0.174,2,-0.548,2,-0.565
59153724,British Columbia,444,2,-0.760,3,-0.289,2,-0.616,1,-0.837
59153725,British Columbia,361,4,0.133,3,-0.133,5,0.822,2,-0.537
59153726,British Columbia,3090,4,0.348,2,-0.500,1,-1.163,4,0.316
59153728,British Columbia,4707,3,-0.129,1,-0.693,1,-1.210,4,0.659
59153729,British Columbia,3135,4,0.024,1,-0.653,1,-1.324,3,-0.357
59153730,British Columbia,2683,4,0.141,1,-0.661,1,-1.583,4,0.456
59153731,British Columbia,146,1,-0.839,5,0.983,1,-1.103,1,-1.050
59153733,British Columbia,1221,4,0.395,2,-0.528,3,-0.336,1,-0.814
59153734,British Columbia,747,4,0.694,1,-0.704,1,-0.882,1,-0.970
59153735,British Columbia,4684,5,1.991,4,-0.081,2,-0.697,4,0.155
59153736,British Columbia,2309,5,2.243,4,0.023,2,-0.524,4,-0.021
59153737,British Columbia,1226,5,1.463,3,-0.342,4,0.152,3,-0.280
59153738,British Columbia,1501,5,1.845,4,-0.067,2,-0.653,4,0.559
59153739,British Columbia,1182,5,2.208,3,-0.149,2,-0.398,2,-0.537
59153740,British Columbia,3313,3,-0.266,1,-0.922,1,-1.164,3,-0.381
59153741,British Columbia,2041,4,0.083,1,-0.656,1,-0.807,2,-0.630
59153742,British Columbia,995,5,0.920,2,-0.397,2,-0.707,2,-0.616
59153743,British Columbia,595,4,0.900,1,-0.801,1,-1.052,2,-0.700
59153744,British Columbia,2187,3,-0.262,1,-0.795,1,-1.038,3,-0.432
59153745,British Columbia,452,2,-0.700,2,-0.490,1,-1.075,2,-0.651
59153746,British Columbia,419,2,-0.650,2,-0.476,4,0.389,1,-0.979
59153747,British Columbia,486,3,-0.394,4,-0.060,3,-0.268,1,-0.846
59153748,British Columbia,508,2,-0.730,3,-0.247,2,-0.428,1,-0.807
59153749,British Columbia,354,1,-0.802,1,-0.847,5,0.621,1,-0.824
59153751,British Columbia,659,3,-0.539,4,0.036,3,-0.075,2,-0.697
59153754,British Columbia,101,1,-0.933,5,2.452,2,-0.361,2,-0.702
59153756,British Columbia,413,1,-0.837,1,-0.953,1,-0.966,4,-0.106
59153757,British Columbia,487,3,-0.445,1,-0.787,3,-0.299,3,-0.365
59153758,British Columbia,603,3,-0.512,1,-0.801,3,-0.249,2,-0.628
59153762,British Columbia,653,3,-0.423,3,-0.326,2,-0.569,3,-0.402
59153763,British Columbia,531,1,-0.823,1,-0.923,1,-0.756,1,-1.103
59153764,British Columbia,587,2,-0.691,1,-0.709,3,0.007,1,-0.876
59153765,British Columbia,429,3,-0.320,5,0.282,2,-0.547,3,-0.435
59153766,British Columbia,415,3,-0.223,2,-0.467,2,-0.421,2,-0.716
59153767,British Columbia,534,2,-0.572,3,-0.285,2,-0.734,2,-0.700
59153768,British Columbia,462,2,-0.669,2,-0.490,3,0.047,1,-0.784
59153769,British Columbia,560,3,-0.263,3,-0.325,3,-0.128,1,-0.773
59153770,British Columbia,477,2,-0.628,3,-0.119,4,0.090,2,-0.574
59153771,British Columbia,478,1,-0.798,5,0.494,5,1.383,3,-0.154
59153772,British Columbia,595,3,-0.563,2,-0.464,3,0.016,3,-0.349
59153773,British Columbia,621,1,-0.787,3,-0.187,2,-0.430,2,-0.531
59153774,British Columbia,396,2,-0.594,4,0.217,3,-0.112,3,-0.450
59153775,British Columbia,510,3,-0.324,2,-0.467,4,0.133,3,-0.391
59153776,British Columbia,425,3,-0.411,4,0.234,3,-0.079,2,-0.666
59153777,British Columbia,534,2,-0.765,2,-0.591,4,0.450,3,-0.306
59153778,British Columbia,909,3,-0.434,1,-0.843,3,-0.309,3,-0.464
59153779,British Columbia,532,3,-0.555,4,0.026,3,-0.132,2,-0.517
59153780,British Columbia,455,3,-0.356,4,-0.014,5,0.988,2,-0.673
59153781,British Columbia,368,2,-0.703,3,-0.201,4,0.487,3,-0.420
59153782,British Columbia,359,2,-0.575,4,-0.036,3,-0.341,2,-0.655
59153783,British Columbia,497,2,-0.735,1,-0.678,3,-0.205,2,-0.544
59153784,British Columbia,549,2,-0.576,3,-0.283,3,-0.083,2,-0.662
59153785,British Columbia,362,4,-0.019,4,-0.020,5,0.816,3,-0.465
59153786,British Columbia,531,3,-0.370,3,-0.235,1,-0.782,4,-0.078
59153788,British Columbia,602,3,-0.484,3,-0.333,2,-0.657,2,-0.729
59153789,British Columbia,486,2,-0.672,1,-0.721,1,-1.460,1,-0.843
59153790,British Columbia,361,1,-0.781,3,-0.156,2,-0.676,1,-0.798
59153791,British Columbia,248,3,-0.481,3,-0.284,2,-0.673,1,-0.843
59153792,British Columbia,587,4,-0.110,4,0.125,2,-0.610,3,-0.353
59153794,British Columbia,1031,4,0.000,4,-0.098,4,0.143,5,1.633
59153795,British Columbia,816,5,1.367,3,-0.274,5,1.001,5,0.793
59153796,British Columbia,827,4,0.606,1,-0.881,1,-1.162,2,-0.587
59153797,British Columbia,1258,4,-0.017,2,-0.609,4,0.260,5,1.466
59153798,British Columbia,981,3,-0.224,1,-0.773,2,-0.704,4,0.091
59153799,British Columbia,247,5,3.289,3,-0.253,4,0.061,3,-0.201
59153800,British Columbia,399,5,1.445,2,-0.607,4,0.239,2,-0.735
59153801,British Columbia,303,5,1.155,3,-0.355,3,-0.333,3,-0.374
59153805,British Columbia,617,5,2.131,5,0.432,4,0.063,3,-0.465
59153806,British Columbia,617,5,2.268,3,-0.357,2,-0.717,2,-0.489
59153807,British Columbia,380,5,2.006,5,0.328,2,-0.692,4,0.413
59153809,British Columbia,799,5,2.447,4,0.052,4,0.297,2,-0.634
59153810,British Columbia,360,5,1.352,4,0.047,4,0.168,3,-0.189
59153812,British Columbia,443,4,0.895,3,-0.215,4,0.225,2,-0.515
59153814,British Columbia,304,5,2.016,3,-0.169,3,-0.326,1,-0.977
59153815,British Columbia,716,5,1.713,5,0.308,3,-0.074,3,-0.248
59153816,British Columbia,485,4,0.852,2,-0.500,2,-0.610,4,-0.127
59153818,British Columbia,721,5,1.648,4,0.106,4,0.083,2,-0.540
59153821,British Columbia,460,5,1.283,3,-0.206,3,-0.056,2,-0.632
59153825,British Columbia,705,5,0.967,3,-0.212,3,-0.074,3,-0.470
59153826,British Columbia,451,5,0.980,4,0.018,1,-0.806,4,-0.014
59153831,British Columbia,532,5,1.863,4,0.213,2,-0.428,5,1.025
59153832,British Columbia,3245,5,1.971,3,-0.225,2,-0.654,5,1.330
59153833,British Columbia,375,4,0.499,1,-0.749,5,0.964,4,0.603
59153834,British Columbia,3783,4,0.734,1,-0.775,3,-0.013,5,1.421
59153835,British Columbia,261,4,0.894,3,-0.271,3,-0.266,5,2.979
59153836,British Columbia,237,5,1.298,4,0.154,3,-0.315,5,2.640
59153838,British Columbia,354,5,1.122,1,-0.889,2,-0.615,5,2.716
59153839,British Columbia,1351,4,0.388,5,0.403,4,0.186,5,3.163
59153843,British Columbia,2214,4,0.333,1,-1.025,1,-1.670,5,2.575
59153845,British Columbia,2651,5,0.918,1,-0.705,1,-1.193,5,2.665
59153846,British Columbia,2108,4,0.165,2,-0.609,1,-1.178,5,2.483
59153847,British Columbia,1265,4,0.487,3,-0.266,1,-0.902,5,2.906
59153849,British Columbia,739,4,0.097,4,0.043,4,0.199,5,2.443
59153851,British Columbia,379,4,0.224,3,-0.297,1,-1.543,5,2.597
59153852,British Columbia,930,4,-0.104,2,-0.497,1,-1.323,5,3.076
59153854,British Columbia,296,3,-0.536,3,-0.167,3,-0.002,2,-0.499
59153856,British Columbia,360,4,0.094,3,-0.255,3,-0.025,4,0.507
59153857,British Columbia,3054,4,0.210,1,-0.747,2,-0.652,5,1.317
59153858,British Columbia,1880,4,0.236,2,-0.496,1,-1.064,3,-0.269
59153859,British Columbia,1240,4,0.458,1,-0.787,1,-0.837,2,-0.546
59153860,British Columbia,436,3,-0.348,2,-0.448,1,-0.825,3,-0.482
