PRCDDA,Province,Dissemination area (DA) Population,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores,Economic dependency Quintiles,Economic dependency Scores,Residential instability Quintiles,Residential instability Scores
59350060,British Columbia,507,2,-0.716,1,-0.656,3,-0.297,5,1.386
59350061,British Columbia,299,2,-0.736,1,-0.704,1,-0.743,4,0.695
59350062,British Columbia,1619,1,-0.806,1,-0.717,4,0.108,4,0.389
59350066,British Columbia,620,4,-0.027,4,0.241,1,-1.477,4,0.481
59350067,British Columbia,803,3,-0.448,1,-0.723,5,0.653,4,0.031
59350068,British Columbia,859,1,-0.886,1,-1.543,5,7.009,3,-0.307
59350069,British Columbia,605,2,-0.724,1,-0.875,5,3.947,3,-0.172
59350070,British Columbia,623,2,-0.757,3,-0.213,3,-0.220,4,0.052
59350071,British Columbia,922,3,-0.499,4,0.118,5,1.002,5,1.110
59350072,British Columbia,512,2,-0.764,3,-0.355,5,0.698,5,0.716
59350073,British Columbia,700,3,-0.328,4,-0.077,4,0.398,5,2.443
59350074,British Columbia,1129,3,-0.521,1,-0.768,4,0.174,1,-0.935
59350075,British Columbia,521,1,-0.832,1,-0.619,3,-0.153,1,-0.786
59350076,British Columbia,1017,3,-0.512,1,-0.708,3,-0.303,4,0.004
59350077,British Columbia,2647,2,-0.570,1,-0.691,2,-0.397,4,0.434
59350078,British Columbia,489,1,-0.847,5,0.373,2,-0.537,3,-0.191
59350079,British Columbia,693,3,-0.311,3,-0.335,3,-0.202,3,-0.389
59350080,British Columbia,822,3,-0.517,4,-0.020,2,-0.450,4,0.574
59350081,British Columbia,596,3,-0.335,4,0.167,2,-0.446,3,-0.259
59350082,British Columbia,427,3,-0.453,5,0.334,3,-0.018,4,0.016
59350083,British Columbia,423,3,-0.454,5,1.320,3,-0.102,4,0.539
59350086,British Columbia,628,1,-0.824,4,-0.074,5,0.605,5,1.428
59350087,British Columbia,398,3,-0.474,2,-0.375,5,0.696,5,1.369
59350088,British Columbia,736,3,-0.322,5,0.447,2,-0.418,5,0.903
59350089,British Columbia,617,3,-0.443,5,0.877,2,-0.382,4,0.590
59350090,British Columbia,448,2,-0.626,2,-0.451,2,-0.690,5,0.723
59350091,British Columbia,921,3,-0.184,5,0.480,1,-1.231,5,1.347
59350092,British Columbia,481,2,-0.763,5,0.343,1,-0.938,3,-0.170
59350093,British Columbia,792,3,-0.420,4,0.243,5,1.332,2,-0.494
59350094,British Columbia,457,3,-0.374,3,-0.130,4,0.108,4,-0.064
59350095,British Columbia,408,1,-0.907,2,-0.480,1,-1.659,3,-0.209
59350096,British Columbia,610,3,-0.452,4,0.144,2,-0.538,3,-0.430
59350097,British Columbia,453,3,-0.558,3,-0.178,1,-1.000,4,0.230
59350098,British Columbia,562,3,-0.405,3,-0.148,2,-0.501,3,-0.299
59350099,British Columbia,569,1,-0.781,3,-0.161,1,-1.009,4,0.279
59350100,British Columbia,650,1,-0.797,4,0.213,5,0.726,4,-0.044
59350101,British Columbia,270,3,-0.513,5,0.687,2,-0.508,3,-0.137
59350102,British Columbia,364,3,-0.120,4,0.131,2,-0.464,2,-0.529
59350103,British Columbia,659,3,-0.524,5,0.344,2,-0.602,4,0.326
59350104,British Columbia,666,3,-0.196,4,0.053,3,-0.115,4,-0.005
59350105,British Columbia,989,3,-0.510,3,-0.336,1,-0.862,2,-0.608
59350106,British Columbia,398,1,-0.874,3,-0.255,3,-0.097,2,-0.584
59350107,British Columbia,718,3,-0.491,3,-0.296,3,-0.146,3,-0.217
59350109,British Columbia,634,3,-0.296,4,-0.098,2,-0.720,4,0.112
59350110,British Columbia,503,2,-0.602,3,-0.204,1,-0.782,2,-0.531
59350111,British Columbia,713,3,-0.546,4,-0.018,2,-0.530,3,-0.440
59350112,British Columbia,686,3,-0.247,3,-0.315,2,-0.459,3,-0.294
59350113,British Columbia,321,3,-0.295,2,-0.396,3,-0.312,2,-0.639
59350114,British Columbia,400,2,-0.575,2,-0.433,3,-0.191,3,-0.276
59350115,British Columbia,721,2,-0.593,4,-0.011,3,-0.102,1,-0.861
59350116,British Columbia,479,2,-0.689,2,-0.496,4,0.048,2,-0.502
59350117,British Columbia,450,1,-0.985,2,-0.586,1,-1.204,2,-0.618
59350119,British Columbia,1095,1,-0.809,1,-0.698,3,-0.341,1,-0.879
59350120,British Columbia,399,2,-0.665,3,-0.283,3,-0.068,3,-0.163
59350121,British Columbia,439,1,-0.847,1,-0.750,1,-0.800,1,-0.788
59350124,British Columbia,684,2,-0.591,2,-0.516,4,0.490,3,-0.181
59350125,British Columbia,376,1,-0.803,1,-0.672,3,-0.250,1,-0.956
59350126,British Columbia,917,2,-0.734,2,-0.542,4,0.151,3,-0.430
59350127,British Columbia,853,2,-0.772,1,-0.713,2,-0.571,4,-0.096
59350128,British Columbia,594,3,-0.466,1,-0.821,3,-0.324,2,-0.729
59350129,British Columbia,843,3,-0.452,1,-0.701,4,0.109,1,-0.857
59350130,British Columbia,656,1,-0.804,1,-0.947,3,-0.278,2,-0.665
59350131,British Columbia,662,3,-0.259,1,-0.729,2,-0.599,1,-0.836
59350132,British Columbia,277,2,-0.673,1,-0.819,3,-0.005,1,-0.847
59350158,British Columbia,680,2,-0.683,1,-0.634,1,-0.742,1,-0.850
59350159,British Columbia,439,1,-0.936,3,-0.241,1,-1.626,1,-0.763
59350161,British Columbia,605,1,-0.817,4,-0.102,1,-0.928,2,-0.619
59350162,British Columbia,460,2,-0.714,3,-0.356,1,-0.901,1,-0.799
59350163,British Columbia,503,1,-0.840,3,-0.170,4,0.387,1,-0.871
59350164,British Columbia,358,1,-1.073,2,-0.586,1,-0.768,1,-0.980
59350165,British Columbia,506,1,-0.792,3,-0.343,1,-0.783,1,-0.849
59350167,British Columbia,675,2,-0.702,4,0.229,3,-0.002,3,-0.371
59350169,British Columbia,613,3,-0.538,3,-0.137,1,-0.983,2,-0.711
59350189,British Columbia,1421,3,-0.492,2,-0.460,1,-0.847,5,1.901
59350190,British Columbia,1054,2,-0.741,2,-0.424,5,1.045,5,2.106
59350191,British Columbia,586,1,-0.810,3,-0.131,1,-1.162,5,1.412
59350192,British Columbia,365,2,-0.714,3,-0.327,4,0.518,5,1.740
59350193,British Columbia,640,2,-0.750,3,-0.148,5,1.485,5,1.156
59350194,British Columbia,844,3,-0.442,4,0.241,3,0.044,5,1.751
59350195,British Columbia,662,2,-0.597,4,-0.025,1,-1.140,5,0.736
59350196,British Columbia,881,3,-0.249,4,0.238,4,0.255,5,2.913
59350197,British Columbia,568,1,-0.804,3,-0.247,4,0.391,5,1.432
59350198,British Columbia,553,4,0.295,5,0.434,2,-0.454,5,3.068
59350199,British Columbia,384,3,-0.231,2,-0.589,1,-0.791,5,3.526
59350200,British Columbia,469,3,-0.549,3,-0.202,1,-1.709,5,1.565
59350201,British Columbia,487,3,-0.260,2,-0.498,3,-0.074,4,0.098
59350202,British Columbia,449,3,-0.509,2,-0.575,1,-0.768,4,0.537
59350203,British Columbia,607,1,-0.862,3,-0.282,2,-0.363,5,1.114
59350204,British Columbia,595,3,-0.282,5,0.422,1,-0.991,5,0.847
59350205,British Columbia,894,2,-0.594,3,-0.144,3,-0.083,5,0.757
59350206,British Columbia,492,3,-0.209,4,-0.014,1,-1.363,5,1.173
59350207,British Columbia,1169,2,-0.744,4,0.072,1,-1.075,4,0.590
59350208,British Columbia,1085,2,-0.737,2,-0.449,3,-0.050,1,-0.939
59350209,British Columbia,868,3,-0.508,1,-0.724,1,-0.785,4,-0.105
59350210,British Columbia,409,2,-0.607,3,-0.282,4,0.060,4,0.541
59350213,British Columbia,644,3,-0.465,1,-0.695,4,0.229,5,1.081
59350214,British Columbia,1095,2,-0.632,1,-0.867,4,0.503,4,0.634
59350215,British Columbia,473,1,-0.820,3,-0.220,4,0.157,4,0.671
59350216,British Columbia,573,2,-0.690,2,-0.413,5,1.225,3,-0.242
59350217,British Columbia,1249,3,-0.438,2,-0.591,5,2.796,5,1.394
59350218,British Columbia,797,3,-0.231,2,-0.467,5,1.044,5,1.900
59350220,British Columbia,2138,2,-0.689,1,-0.645,1,-0.934,3,-0.372
59350221,British Columbia,1129,2,-0.635,2,-0.555,1,-0.773,1,-0.839
59350223,British Columbia,318,2,-0.645,4,0.244,3,-0.096,3,-0.339
59350224,British Columbia,747,3,-0.329,3,-0.116,3,-0.185,2,-0.539
59350225,British Columbia,613,1,-0.836,5,0.652,1,-1.078,4,0.602
59350226,British Columbia,605,4,0.056,4,0.179,2,-0.736,5,0.832
59350227,British Columbia,546,3,-0.381,5,1.465,2,-0.383,5,1.735
59350228,British Columbia,861,3,-0.541,4,0.048,5,1.465,5,0.840
59350229,British Columbia,976,4,-0.035,3,-0.291,1,-0.994,4,0.089
59350230,British Columbia,884,4,0.141,4,0.152,1,-0.790,4,0.023
59350231,British Columbia,1141,4,0.098,3,-0.164,1,-0.819,2,-0.562
59350233,British Columbia,740,3,-0.379,2,-0.505,3,0.040,2,-0.490
59350241,British Columbia,458,2,-0.665,5,0.912,3,-0.005,3,-0.170
59350242,British Columbia,619,4,0.115,5,0.345,3,-0.076,4,-0.066
59350247,British Columbia,1482,3,-0.207,4,-0.089,5,1.166,5,1.655
59350248,British Columbia,797,2,-0.699,2,-0.391,3,-0.320,3,-0.303
59350249,British Columbia,1082,3,-0.494,3,-0.182,5,1.270,4,0.470
59350250,British Columbia,1317,4,-0.045,5,0.422,2,-0.354,5,1.931
59350253,British Columbia,769,2,-0.738,1,-0.871,5,2.743,5,2.080
59350254,British Columbia,1229,3,-0.555,2,-0.616,4,0.486,5,1.843
59350255,British Columbia,988,2,-0.732,3,-0.196,5,0.699,2,-0.641
59350256,British Columbia,377,1,-0.801,2,-0.393,5,0.850,3,-0.404
59350257,British Columbia,816,3,-0.547,2,-0.615,5,0.586,2,-0.580
59350258,British Columbia,2774,2,-0.707,1,-0.748,3,-0.319,4,0.030
59350259,British Columbia,570,2,-0.763,3,-0.262,4,0.429,1,-0.996
59350260,British Columbia,688,1,-0.803,3,-0.160,4,0.057,1,-0.838
59350261,British Columbia,523,2,-0.705,5,0.469,4,0.235,5,1.014
59350262,British Columbia,872,2,-0.615,4,-0.031,2,-0.562,5,0.800
59350263,British Columbia,535,3,-0.417,2,-0.409,4,0.375,2,-0.591
59350264,British Columbia,479,1,-0.854,2,-0.556,2,-0.651,2,-0.673
59350265,British Columbia,687,1,-0.933,1,-0.741,1,-0.941,2,-0.545
59350266,British Columbia,1235,1,-0.859,1,-0.656,2,-0.493,2,-0.699
59350267,British Columbia,920,2,-0.669,3,-0.235,2,-0.526,3,-0.142
59350268,British Columbia,713,2,-0.767,3,-0.156,2,-0.502,2,-0.633
59350269,British Columbia,1911,1,-0.806,2,-0.558,1,-0.872,3,-0.420
59350270,British Columbia,1370,1,-0.849,3,-0.149,5,1.059,3,-0.451
59350271,British Columbia,291,3,-0.454,2,-0.568,5,0.648,5,0.861
59350272,British Columbia,315,3,-0.316,5,0.476,3,-0.064,1,-1.070
59350273,British Columbia,1171,2,-0.748,2,-0.589,4,0.392,2,-0.672
59350274,British Columbia,741,2,-0.765,2,-0.487,2,-0.730,1,-0.801
59350275,British Columbia,587,2,-0.625,3,-0.220,4,0.389,3,-0.422
59350276,British Columbia,667,2,-0.663,2,-0.556,3,-0.274,2,-0.562
59350277,British Columbia,695,3,-0.150,4,-0.106,3,-0.004,2,-0.536
59350278,British Columbia,484,1,-0.875,2,-0.580,1,-0.897,1,-0.844
59350280,British Columbia,637,1,-0.786,2,-0.558,3,-0.184,1,-0.834
59350281,British Columbia,3665,2,-0.616,1,-1.000,1,-0.859,3,-0.459
59350282,British Columbia,1011,2,-0.609,1,-0.820,2,-0.532,2,-0.742
59350283,British Columbia,1018,1,-0.779,1,-0.880,1,-0.875,2,-0.605
59350284,British Columbia,478,3,-0.175,1,-0.648,4,0.503,1,-0.771
